id,target,status,comp_treat,comp,status_comp,fert,light,biomass,root,ini_height,family_tar,family_comp
J273,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,low light,4.3,NA,8.2,Poaceae,Poaceae
J309,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,1.226,NA,6.8,Compositae,Compositae
J310,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,3.464,NA,7.2,Compositae,Compositae
J311,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,1.066,NA,6.5,Compositae,Compositae
J312,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,5.099,NA,6.7,Compositae,Compositae
J313,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,0.309,NA,8.6,Compositae,Compositae
J314,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,1.756,NA,7.2,Compositae,Compositae
J315,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,low light,3.543,NA,7.8,Compositae,Compositae
J351,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,18.12,NA,14.1,Amaranthaceae,Amaranthaceae
J352,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,10.255,NA,9.9,Amaranthaceae,Amaranthaceae
J353,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,10.544,NA,9.8,Amaranthaceae,Amaranthaceae
J354,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,12.604,NA,11.5,Amaranthaceae,Amaranthaceae
J355,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,11.596,NA,16.4,Amaranthaceae,Amaranthaceae
J356,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,13.892,NA,14.5,Amaranthaceae,Amaranthaceae
J357,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,high,high light,10.209,NA,11.7,Amaranthaceae,Amaranthaceae
J393,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,5.824,NA,3,Compositae,Compositae
J394,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,5.067,NA,4.2,Compositae,Compositae
J395,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,2.691,NA,3.4,Compositae,Compositae
J396,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,3.116,NA,2.4,Compositae,Compositae
J397,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,3.501,NA,2.4,Compositae,Compositae
J398,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,4.276,NA,3.1,Compositae,Compositae
J399,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,high,high light,1.671,NA,4.3,Compositae,Compositae
J435,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,13.583,NA,7.8,Poaceae,Poaceae
J436,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,15.445,NA,5.9,Poaceae,Poaceae
J437,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,18.237,NA,3.7,Poaceae,Poaceae
J438,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,19.605,NA,6.9,Poaceae,Poaceae
J439,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,23.932,NA,5.7,Poaceae,Poaceae
J440,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,20.057,NA,4.8,Poaceae,Poaceae
J441,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,high,high light,19.61,NA,7.1,Poaceae,Poaceae
J477,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,16.013,NA,7.3,Compositae,Compositae
J478,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,21.332,NA,5.7,Compositae,Compositae
J479,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,18.303,NA,6.9,Compositae,Compositae
J480,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,9.648,NA,5.7,Compositae,Compositae
J481,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,16.016,NA,5.2,Compositae,Compositae
J482,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,18.296,NA,6.8,Compositae,Compositae
J483,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,high,high light,15.403,NA,6.1,Compositae,Compositae
J519,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,7.756,NA,6.1,Amaranthaceae,Amaranthaceae
J520,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,10.757,NA,8.6,Amaranthaceae,Amaranthaceae
J521,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,8.233,NA,7.4,Amaranthaceae,Amaranthaceae
J522,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,3.447,NA,10.6,Amaranthaceae,Amaranthaceae
J523,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,5.985,NA,7.1,Amaranthaceae,Amaranthaceae
J524,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,8.423,NA,12.2,Amaranthaceae,Amaranthaceae
J525,Alternanthera_philoxeroides,alien,intra,Alternanthera_philoxeroides,alien,low,high light,4.035,NA,9.1,Amaranthaceae,Amaranthaceae
J561,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,1.253,NA,5.7,Compositae,Compositae
J562,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,9.968,NA,4.6,Compositae,Compositae
J563,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,6.081,NA,3.2,Compositae,Compositae
J564,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,6.84,NA,4.7,Compositae,Compositae
J565,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,1.861,NA,5.6,Compositae,Compositae
J566,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,8.721,NA,5.1,Compositae,Compositae
J567,Solidago_canadensis,alien,intra,Solidago_canadensis,alien,low,high light,3.282,NA,2.9,Compositae,Compositae
J603,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,13.572,NA,8.4,Poaceae,Poaceae
J604,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,16.249,NA,8.5,Poaceae,Poaceae
J605,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,9.731,NA,5.2,Poaceae,Poaceae
J606,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,5.537,NA,7.8,Poaceae,Poaceae
J607,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,13.032,NA,8.5,Poaceae,Poaceae
J608,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,15.845,NA,8.5,Poaceae,Poaceae
J609,Paspalum_notatum,alien,intra,Paspalum_notatum,alien,low,high light,9.799,NA,9.6,Poaceae,Poaceae
J645,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,8.466,NA,5.7,Compositae,Compositae
J646,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,7.393,NA,7.5,Compositae,Compositae
J647,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,7.666,NA,7.5,Compositae,Compositae
J648,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,12.345,NA,8.5,Compositae,Compositae
J649,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,2.355,NA,8.4,Compositae,Compositae
J650,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,2.854,NA,5.7,Compositae,Compositae
J651,Bidens_pilosa,alien,intra,Bidens_pilosa,alien,low,high light,12.023,NA,7.5,Compositae,Compositae
J36,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,4.275,NA,2,Amaranthaceae,Amaranthaceae
J37,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,2.773,NA,1.5,Amaranthaceae,Amaranthaceae
J38,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,3.687,NA,1.7,Amaranthaceae,Amaranthaceae
J39,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,4.178,NA,1.3,Amaranthaceae,Amaranthaceae
J40,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,3.245,NA,2.2,Amaranthaceae,Amaranthaceae
J41,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,4.769,NA,3.2,Amaranthaceae,Amaranthaceae
J42,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,low light,6.359,NA,1.8,Amaranthaceae,Amaranthaceae
J78,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.098,NA,2.1,Compositae,Compositae
J79,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.509,NA,2.2,Compositae,Compositae
J80,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.04,NA,5.1,Compositae,Compositae
J81,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.224,NA,4.6,Compositae,Compositae
J82,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.279,NA,3.9,Compositae,Compositae
J83,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.11,NA,2.2,Compositae,Compositae
J84,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,low light,0.111,NA,3.7,Compositae,Compositae
J120,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,1.031,NA,12.8,Poaceae,Poaceae
J121,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,1.295,NA,5.6,Poaceae,Poaceae
J122,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,1.223,NA,2.3,Poaceae,Poaceae
J123,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,0.446,NA,1.8,Poaceae,Poaceae
J124,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,0.52,NA,4.7,Poaceae,Poaceae
J125,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,1.756,NA,2.6,Poaceae,Poaceae
J126,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,low light,1.353,NA,5.8,Poaceae,Poaceae
J162,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,low light,3.897,NA,6.7,Compositae,Compositae
J163,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,low light,2.708,NA,4.5,Compositae,Compositae
J164,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,low light,2.825,NA,7.7,Compositae,Compositae
J165,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,low light,1.51,NA,7.9,Compositae,Compositae
J166,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,low light,2.674,NA,7.9,Compositae,Compositae
J168,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,low light,1.71,NA,6.9,Compositae,Compositae
J204,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,6.078,NA,7,Amaranthaceae,Amaranthaceae
J205,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,7.89,NA,6.2,Amaranthaceae,Amaranthaceae
J206,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,3.261,NA,6,Amaranthaceae,Amaranthaceae
J207,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,8.024,NA,8.5,Amaranthaceae,Amaranthaceae
J208,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,5.494,NA,7.2,Amaranthaceae,Amaranthaceae
J209,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,5.625,NA,5,Amaranthaceae,Amaranthaceae
J210,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,low light,5.977,NA,6.4,Amaranthaceae,Amaranthaceae
J246,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.115,NA,2.7,Compositae,Compositae
J247,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.053,NA,2.7,Compositae,Compositae
J248,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.026,NA,3.4,Compositae,Compositae
J249,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.041,NA,3.1,Compositae,Compositae
J250,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.037,NA,1.9,Compositae,Compositae
J251,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.03,NA,3.9,Compositae,Compositae
J252,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,low light,0.238,NA,3.4,Compositae,Compositae
J288,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,1.557,NA,9.5,Poaceae,Poaceae
J289,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,2.144,NA,12.4,Poaceae,Poaceae
J290,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,1.438,NA,12.9,Poaceae,Poaceae
J291,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,1.813,NA,13.5,Poaceae,Poaceae
J292,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,2.16,NA,9.8,Poaceae,Poaceae
J293,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,1.528,NA,14.6,Poaceae,Poaceae
J294,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,low light,1.24,NA,15.3,Poaceae,Poaceae
J331,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,low light,2.833,NA,3,Compositae,Compositae
J332,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,low light,2.022,NA,4.4,Compositae,Compositae
J333,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,low light,1.376,NA,4,Compositae,Compositae
J334,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,low light,1.451,NA,4.7,Compositae,Compositae
J335,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,low light,1.022,NA,4.6,Compositae,Compositae
J336,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,low light,1.576,NA,4.4,Compositae,Compositae
J372,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,20.004,NA,1.4,Amaranthaceae,Amaranthaceae
J373,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,13.443,NA,3.1,Amaranthaceae,Amaranthaceae
J374,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,18.734,NA,2,Amaranthaceae,Amaranthaceae
J375,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,8.468,NA,3.4,Amaranthaceae,Amaranthaceae
J376,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,20.787,NA,3.5,Amaranthaceae,Amaranthaceae
J377,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,16.814,NA,2.5,Amaranthaceae,Amaranthaceae
J378,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,high,high light,24.418,NA,3.2,Amaranthaceae,Amaranthaceae
J414,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,high light,0.466,NA,1.8,Compositae,Compositae
J415,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,high light,0.333,NA,2.2,Compositae,Compositae
J416,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,high light,0.105,NA,3,Compositae,Compositae
J418,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,high light,0.339,NA,4.1,Compositae,Compositae
J419,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,high light,0.488,NA,1.9,Compositae,Compositae
J420,Solidago_decurrens,native,intra,Solidago_decurrens,native,high,high light,0.054,NA,2.9,Compositae,Compositae
J456,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,15.45,NA,3.3,Poaceae,Poaceae
J457,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,6.175,NA,2.5,Poaceae,Poaceae
J458,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,16.637,NA,4.7,Poaceae,Poaceae
J459,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,10.485,NA,3.1,Poaceae,Poaceae
J460,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,5.203,NA,2.9,Poaceae,Poaceae
J461,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,10.108,NA,1.7,Poaceae,Poaceae
J462,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,high,high light,12.015,NA,2.6,Poaceae,Poaceae
J498,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,12.801,NA,5.9,Compositae,Compositae
J499,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,11.143,NA,5.9,Compositae,Compositae
J500,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,12.471,NA,5.9,Compositae,Compositae
J501,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,21.657,NA,6.7,Compositae,Compositae
J502,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,18.634,NA,4.9,Compositae,Compositae
J503,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,9.727,NA,7.2,Compositae,Compositae
J504,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,high,high light,10.788,NA,7.5,Compositae,Compositae
J540,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,13.555,NA,8.2,Amaranthaceae,Amaranthaceae
J541,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,7.688,NA,6.5,Amaranthaceae,Amaranthaceae
J542,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,14.752,NA,6.9,Amaranthaceae,Amaranthaceae
J543,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,12.467,NA,5.3,Amaranthaceae,Amaranthaceae
J544,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,7.83,NA,4,Amaranthaceae,Amaranthaceae
J545,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,19.856,NA,5.9,Amaranthaceae,Amaranthaceae
J546,Alternanthera_sessilis,native,intra,Alternanthera_sessilis,native,low,high light,12.948,NA,6.2,Amaranthaceae,Amaranthaceae
J582,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.064,NA,2.6,Compositae,Compositae
J583,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.049,NA,3.6,Compositae,Compositae
J584,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.106,NA,2.9,Compositae,Compositae
J585,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.065,NA,3.9,Compositae,Compositae
J586,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.039,NA,1.7,Compositae,Compositae
J587,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.368,NA,6.2,Compositae,Compositae
J588,Solidago_decurrens,native,intra,Solidago_decurrens,native,low,high light,0.152,NA,4.5,Compositae,Compositae
J624,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,14.854,NA,9.6,Poaceae,Poaceae
J625,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,6.799,NA,9.7,Poaceae,Poaceae
J626,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,7.418,NA,11.7,Poaceae,Poaceae
J627,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,11.792,NA,10,Poaceae,Poaceae
J628,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,8.64,NA,12.9,Poaceae,Poaceae
J629,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,14.808,NA,7.4,Poaceae,Poaceae
J630,Paspalum_orbiculare,native,intra,Paspalum_orbiculare,native,low,high light,5.229,NA,13.2,Poaceae,Poaceae
J666,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,high light,5.243,NA,4.9,Compositae,Compositae
J667,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,high light,7.372,NA,4.2,Compositae,Compositae
J668,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,high light,11.23,NA,3.2,Compositae,Compositae
J669,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,high light,10.753,NA,3.7,Compositae,Compositae
J671,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,high light,13.501,NA,4.2,Compositae,Compositae
J672,Bidens_maximowicziana,native,intra,Bidens_maximowicziana,native,low,high light,9.453,NA,5.7,Compositae,Compositae
